NOM,PRENOM,id,name,description,link,pstrN,pstrNF,pstrNH,pstrVisages,pstrContact,txtMarr,txtCheat,txtDivorce,txtRelAvant,txtRelPendant,love
BAIGNERES,Clara,1097094,Suspension Points,"André is a young doctor who, after spending a year working in Africa, discovers that he has been exchanging letters not with his long-time girlfriend, but with someone very close to her.",https://a.ltrbxd.com/resized/film-poster/5/6/3/8/9/8/563898-all-love-0-230-0-345-crop.jpg?v=244b69a80c,3,2,1,0,0,0,0,0,1,1,1
BAIGNERES,Clara,1447614,Teorema de Pitágoras,"João, a young man which uses to have much success with women but doesn't treat them as he should. They are like a toy to him, till the day he meets Ana. That girl will change his life and the way he sees the relationships between men and women, but not before a ""little problem"" called Sofia - a TV star in the movie - come into their relationship",https://a.ltrbxd.com/resized/film-poster/6/4/9/7/6/6/649766-teorema-de-pitagoras-0-230-0-345-crop.jpg?v=074d1d2428,1,1,0,0,0,0,0,0,0,1,2
BAIGNERES,Clara,1252299,Cavalry Scout,"Kirby Frye, a former Confederate officer but now a Union Cavalry scout, is sent into Montana territory to locate and retrieve three Gatling Guns stolen from the U.S. Arsenal by outlaws believed to have taken them west to sell to the Soiux and Cheyenne. The trail leads him to Red Bluff where, aided by Claire Corville, he and the audience discover together and real quick like that Martin Gavin, a supposedly-honest operator of a freight line, has the guns and intends to exchange them to the Indians for furs.",https://a.ltrbxd.com/resized/film-poster/2/4/2/5/9/1/242591-cavalry-scout-0-230-0-345-crop.jpg?v=a658c66595,3,1,2,1,1,0,0,0,0,0,0
BAIGNERES,Clara,1049116,Scream of the Demon Lover,"When a beautiful biochemist arrives at a foreboding castle to work for a sinister baron, she unlocks a nightmare of dark romance, sexual violence, and grisly family secrets.",https://a.ltrbxd.com/resized/film-poster/1/2/6/8/4/4/126844-scream-of-the-demon-lover-0-230-0-345-crop.jpg?v=4ca8e78fad,2,1,1,0,0,0,0,0,0,1,0
BAIGNERES,Clara,1012219,I Don't Want to Go Back Alone,"The arrival of a new student in school changes Leonardo's life. This 15 year-old blind teenager has to deal with the jealousy of his friend Giovana while figuring out the new feelings he's having towards his new friend, Gabriel.",https://a.ltrbxd.com/resized/film-poster/5/6/8/3/3/56833-i-don-t-want-to-go-back-alone-0-230-0-345-crop.jpg?v=4f570705d3,2,0,2,0,1,0,1,0,0,0,2
BAIGNERES,Clara,1051177,The 8-Year Engagement,"Hisashi and Mai are a happy couple in their 20s who are engaged to be married. But three months before their wedding, Mai becomes seriously ill. Her heart stops momentarily, and she falls into a deep coma. Hisashi visits Mai at the hospital every day before work. With no idea if or when she will ever awake, Mai’s parents encourage Hisashi to find someone else, but he refuses to give up and continues to pray for her recovery. As if his prayers are answered, Mai begins to regain consciousness several years later, and even utters a few words. But tragically, she has suffered brain damage and has no memory of Hisashi.",https://a.ltrbxd.com/resized/film-poster/3/8/8/0/4/6/388046-the-8-year-engagement-0-230-0-345-crop.jpg?v=3be29ab690,4,2,2,1,1,1,0,0,1,1,2
BAIGNERES,Clara,1441746,Jaanisaar,A period drama set in the year 1877 that narrates the love story of a revolutionary tawaif.,https://a.ltrbxd.com/resized/film-poster/2/8/7/5/5/2/287552-jaanisaar-0-230-0-345-crop.jpg?v=eb2d652a0e,2,1,1,0,1,0,0,0,0,1,2
BAIGNERES,Clara,1128053,Once More About Love,"For the first time, Natasha saw Elektron Yevdokimov at the Polytechnic Museum, where she came with Feliks. Then she really liked the confident speaker. Relations with Feliks didn't work out, and Natasha, leaving home, became a flight attendant — that is what she called her new profession. Once in a cafe, before the next flight, Natasha saw Yevdokimov. They met and began to meet. They experience their feelings for each other in different ways. By the power of her love, Natasha makes Yevdokimov understand what love is.",https://a.ltrbxd.com/resized/film-poster/3/2/3/1/9/1/323191-once-more-about-love-0-230-0-345-crop.jpg?v=d55b66ee97,2,1,1,0,0,0,0,0,1,1,2
BAIGNERES,Clara,1099951,Men Do what Men Can,"Confirmed bachelor Paul falls for Iris, who’s unfortunately as good as married. Although his friends have women problems of their own, and all end up moving into Paul’s apartment, they concoct a daring plan to help Paul save Iris from marrying the wrong man.",https://a.ltrbxd.com/resized/film-poster/1/1/2/8/5/5/112855-men-do-what-men-can-0-230-0-345-crop.jpg?v=4b379f2938,15,5,7,0,1,1,0,0,0,0,2
BAIGNERES,Clara,1191681,Erotic Ghost Story: Perfect Match,"The soon-to-be Monk Talkative does his best to understand when Fairy Yeh explains what must be done. Rabbit spirits have escaped from the heavenly garden, and must be recaptured. These bunnies can assume human female form, and gorgeous forms at that. One is played by Pang Dan, who happens to be the soon-to-be Monk Talkative's wife. Talkative finds the explanation hard to follow but decides to help.",https://a.ltrbxd.com/resized/film-poster/2/2/5/3/6/9/225369-erotic-ghost-story-perfect-match-0-230-0-345-crop.jpg?v=a7fba959c7,5,4,1,1,1,0,0,0,0,0,0
BAIGNERES,Clara,1442392,Don't Neglect Your Wife,"The wife of a prominent San Francisco doctor, feeling neglected by her husband, finds herself attracted to a young newspaper reporter. ...",https://a.ltrbxd.com/resized/film-poster/2/1/9/7/8/7/219787-don-t-neglect-your-wife-0-230-0-345-crop.jpg?v=e8de935587,2,1,1,0,0,0,1,0,1,1,1
BAIGNERES,Clara,1378028,Mongolian Princess,"One day, you fell from the sky.  I never knew loving somebody could bring so much happiness.  I see the world differently because of you.  I am a different person because you live in my heart.",https://a.ltrbxd.com/resized/film-poster/3/1/7/1/7/0/317170-mongolian-princess-0-230-0-345-crop.jpg?v=cd59d7d638,2,2,0,0,0,0,0,0,1,1,2
BAIGNERES,Clara,1038586,Give a Girl a Break,"When the temperamental star of a new Broadway musical revue in rehearsals walks out, director and choreographer Ted Sturgis suggests casting an unknown for the role. When it is announced in the newspapers, throngs of hopefuls show up. The revue's musical composer, Leo Belney, champions ballerina Joanna Moss, while gofer Bob Dowdy is enchanted by novice Suzy Doolittle. Then producer Felix Jordan persuades Ted's former dance partner, Madelyn Corlan, to come out of retirement to try out, much to Ted's great discomfort.",https://a.ltrbxd.com/resized/film-poster/9/1/2/2/1/91221-give-a-girl-a-break-0-230-0-345-crop.jpg?v=8edc6be74e,5,3,2,1,1,0,0,0,0,0,0
BAIGNERES,Clara,1264339,I love Everything I Hate About You,"While  out  for  a  walk  in  the  forest  one  day,  Helena, who is in love with her twin sister’s boyfriend, stum-bles upon a group of scientists setting hormone traps. Anyone who is to come in contact with the hormones, falls in love with the first person they see. Well, what if everyone falls in love with the wrong person?",https://a.ltrbxd.com/resized/film-poster/6/3/9/1/9/6/639196-i-love-everything-i-hate-about-you-0-230-0-345-crop.jpg?v=f41a74ac62,5,3,2,0,1,0,0,0,1,1,2
BAIGNERES,Clara,1129740,Remember Me,"After discovering his old flame now has Alzheimer's, a hopelessly in love widower fakes his way into her senior living community in an effort to reunite with her.",https://a.ltrbxd.com/resized/film-poster/4/9/5/0/6/4/495064-remember-me-0-230-0-345-crop.jpg?v=938fb2f765,6,3,3,0,1,0,0,0,1,1,2
BAIGNERES,Clara,1247774,Surrender,Lauren is a young woman who takes to conducting interviews with a handful of amorous experiencers as a means of compiling stories for a research paper she's writing about a mysterious force that a number of sexually active people have been recently describing to her as entering them and working upon them like some kind of aphrodisiac.,https://a.ltrbxd.com/resized/film-poster/1/5/2/0/2/7/152027-surrender-0-230-0-345-crop.jpg?v=2baddaf035,2,1,1,1,1,0,0,0,0,0,0
BAIGNERES,Clara,1448690,"The Musical, or The Way to Happiness","Students from the Prague Conservatory leave for a workshop in the picturesque South Bohemian countryside, where they are placed before a demanding task, from which only some of them will emerge successful and they will then continue in their dream to be famous. Each of them will find their true path to happiness.",https://a.ltrbxd.com/resized/film-poster/3/1/6/2/7/7/316277-the-musical-or-the-way-to-happiness-0-230-0-345-crop.jpg?v=306ce264f9,8,2,6,0,0,0,0,0,0,0,0
BAIGNERES,Clara,1092716,Namo Venkatesa,Venkata Ramana (Venkatesh) is a ventriloquist. He goes along with the troop of artists to perform for a local Telugu association in Europe. Paris Prasad (Brahmanandam) is a tour organizer in Europe. He enjoys making people around bakras. Pooja (Trisha) is the niece of Prasad. Venkata Ramana falls in love with her. Prasad realises that only way to make Ramana bakra is to tell him that Pooja loves him too. Pooja is the daughter of a rich factionist in Rayalaseema and she is forced to return back in the middle. Her marriage is fixed with a guy she doesn’t like. The rest of the story is all about how Prasad conspires with Ramana to rescue Pooja.,https://a.ltrbxd.com/resized/film-poster/7/8/7/3/5/78735-namo-venkatesa-0-230-0-345-crop.jpg?v=b4baf99b41,2,1,1,0,1,1,0,0,0,1,2
BAIGNERES,Clara,1104299,Wait for Me at Udagawachou,"In bustling Shibya, Momose sees his high school classmate Yashiro. Yashiro is dressed as a girl. Momose continues to observe Yashiro and becomes attracted to him. Meanwhile, Yashiro becomes embarrassed that Momose knows that he dresses up like a girl.",https://a.ltrbxd.com/resized/film-poster/3/8/0/2/7/6/380276-wait-for-me-at-udagawachou-0-230-0-345-crop.jpg?v=bccea377db,12,7,5,1,1,0,0,0,0,1,1
BAIGNERES,Clara,1441722,"Juku, gyaru, hakusho: Gokuraku jin ô botchi","Ryosuke, Minami, and Shoko, who grew up as childhood friends, are a good friend of three who live together even after graduating from high school. One day, Minami, who was originally Obasan's face, went to study abroad when Ryosuke confessed to Shoko. However, Minami, who suddenly disappeared, returned to the front of them two years later. However, the appearance of Minami who reunited was a beautiful gal like another person by plastic surgery. Furthermore, the south that came back is actually a ghost ...",https://a.ltrbxd.com/resized/film-poster/7/7/6/5/8/6/776586-juku-gyaru-hakusho-gokuraku-jin-o-botchi-0-230-0-345-crop.jpg?v=a753115ba7,2,2,0,0,0,0,0,0,0,1,1
BAIGNERES,Clara,1006219,Career Opportunities,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",https://a.ltrbxd.com/resized/sm/upload/g1/hs/gx/58/u8PdCkEs8M4kem2CH1RAwE4eCKO-0-230-0-345-crop.jpg?v=dbc2beb6a6,2,1,1,0,1,0,0,0,0,1,2
BAIGNERES,Clara,1131541,Taking the Plunge 2,"Gaby and Fred are preparing for the world swimming championships which will be held in Quebec this year. Their love will be purt to the test when a former love of Gaby's turns up at the championships. Gaby finds herself at a crucial point of her life where she has to choose whether to continue competing or follow another dream that she's cherished forever, but which seems impossible to everyone else—her dream to become an astronaut.",https://a.ltrbxd.com/resized/film-poster/3/4/9/2/7/34927-taking-the-plunge-2-0-230-0-345-crop.jpg?v=ff9129a897,13,8,5,0,0,0,0,0,1,1,1
BAIGNERES,Clara,1034719,4.3.2.1,"Jo is chained down in a dead end supermarket job while all her friends are all out on their own separate adventures. But a chance encounter with some diamond thieves sends their separate worlds on a collision course with not only each other, but fate itself.",https://a.ltrbxd.com/resized/film-poster/2/0/3/2/4/20324-4-3-2-1-0-230-0-345-crop.jpg?v=29387a121d,7,4,3,0,0,0,0,0,0,0,0
BAIGNERES,Clara,1218480,Three Live Ghosts,Three WWI veterans thought long dead turn out to be still alive and return home - much to the consternation of their friends and family.,https://a.ltrbxd.com/resized/film-poster/1/3/6/2/5/5/136255-three-live-ghosts-0-230-0-345-crop.jpg?v=5b4c3eabd6,5,4,1,0,1,0,0,0,0,0,0
BAIGNERES,Clara,1386337,Feel It Say It ...,"Several stories interweaves into this hilarious comedy. Eric Kot plays the genital dermatologist, Dr. Heung, that loves and respects his own profession. He and his assistant Ma work tacitly together professionally but are unable to take a step forward other than work. The up and coming artist Fifi Wong wants to make it big in her career, she later falls for the genteel To Bing at first sight although both of them already have their other important halves.",https://a.ltrbxd.com/resized/film-poster/3/3/8/2/3/0/338230-feel-it-say-it--0-230-0-345-crop.jpg?v=a78cfaea23,17,7,10,1,1,0,0,0,0,0,1
BAIGNERES,Clara,1047040,The Hi-Lo Country,"An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.",https://a.ltrbxd.com/resized/film-poster/5/1/0/9/3/51093-the-hi-lo-country-0-230-0-345-crop.jpg?v=f152817092,3,1,2,0,0,0,0,0,0,0,2
BAIGNERES,Clara,1692671,10 jours (c'est toute la vie),"10 days is the time during which Jean and Jeanne loved each other. But at twelve, 10 days is the whole life.",https://a.ltrbxd.com/resized/film-poster/1/1/4/4/1/9/9/1144199-10-jours-c-est-toute-la-vie--0-230-0-345-crop.jpg?v=d255276c76,2,1,1,0,0,0,0,0,1,1,2
BAIGNERES,Clara,1258198,You Came Too Late,"The bond between a young painter and a girl who accidentally encounters a beach finds obstacles because of the information that her father learns about her past, who visits her and persuades her to give up.  Based on the story of The Lady with the Camellias.",https://a.ltrbxd.com/resized/film-poster/2/3/0/3/7/0/230370-you-came-too-late-0-230-0-345-crop.jpg?v=ff70475c99,2,1,1,0,0,0,0,0,1,1,2
BAIGNERES,Clara,1018116,Le Grand Amour,"Pierre married Florence, the only daughter of a small industrialist. 15 years later, he is the boss, but his middle-class life worries him a lot. When a new young and lovely secretary comes, he starts dreaming.",https://a.ltrbxd.com/resized/film-poster/1/0/6/2/9/1/106291-le-grand-amour-0-230-0-345-crop.jpg?v=83824960c1,0,0,0,0,0,1,1,0,1,1,2
BAIGNERES,Clara,1461180,Ni guang,"An poor shipyard worker falls in love with a girl from a cadre family, and their romance is strongly opposed by the older generation.",https://a.ltrbxd.com/resized/film-poster/7/3/3/1/6/1/733161-contrast-0-230-0-345-crop.jpg?v=dca2daf6ae,2,1,1,0,0,0,0,0,1,1,2
BAIGNERES,Clara,1009860,Eros,"A three-part anthology film about love and sexuality: a menage-a-trois between a couple and a young woman on the coast of Tuscany; an advertising executive under enormous pressure at work, who, during visits to his psychiatrist, is pulled to delve into the possible reasons why his stress seems to manifest itself in a recurring erotic dream; and a story of unrequited love about a beautiful, 1960s high-end call girl in an impossible affair with her young tailor.",https://a.ltrbxd.com/resized/film-poster/2/5/0/1/9/25019-eros-0-230-0-345-crop.jpg?v=15d1731994,3,3,0,0,0,0,1,0,1,1,1
BAIGNERES,Clara,1001209,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,https://a.ltrbxd.com/resized/film-poster/4/8/2/5/5/48255-27-dresses-0-230-0-345-crop.jpg?v=d632890d91,1,1,0,0,0,1,0,0,1,1,2
BARRET,Mélanie,1010316,The Thing Called Love,A group of newcomers to the country music business seek love and stardom.,https://a.ltrbxd.com/resized/film-poster/3/4/1/9/0/34190-the-thing-called-love-0-230-0-345-crop.jpg?v=3f0a922e81,1,1,0,0,0,0,0,0,0,0,2
BARRET,Mélanie,1471526,Holger & Vilde,"Holger and Vilde are best of friends, which makes them inseparable. At the start of their summer holidays, they have to split, but they promise each other they’ll re-unite as soon as possible. While on their own, they face different situations, meet new people and thereby they don’t fully realize how much they have changed during their separation...",https://a.ltrbxd.com/resized/film-poster/3/4/7/0/1/7/347017-holger-vilde-0-230-0-345-crop.jpg?v=e9327c9512,2,1,1,0,0,0,0,0,0,0,1
BARRET,Mélanie,1071185,My Dear Desperado,"Dong-chul, a thug who cannot fight but acts like a tough guy, meets Han Se-jin, his new neighbor. Dong-chul is intrigued by her spitfire personality, and the bickering duo realize they may be perfect for each other.",https://a.ltrbxd.com/resized/film-poster/2/1/9/3/3/21933-my-dear-desperado-0-230-0-345-crop.jpg?v=5fe1d861a1,2,1,1,1,1,0,0,0,0,0,2
BARRET,Mélanie,1136533,Toe to Toe,"Out on the lacrosse pitch, wealthy but troubled Jesse and poor but driven Tosha form an easy and deep bond, but their relationship is threatened once they enter the hallways of an elite prep school they attend in Washington, D.C. There, they must work to overcome racial and other tensions in their classmates, and in themselves, if they hope to keep their friendship alive.",https://a.ltrbxd.com/resized/film-poster/2/4/9/3/9/24939-toe-to-toe-0-230-0-345-crop.jpg?v=e7f38fae05,11,9,2,1,1,0,0,0,0,0,1
BARRET,Mélanie,1107083,G,"A young Hip Hop star named Summer G falls for a middle to upper class sister while in college. After she rejects him for a fellow social climber, Summer G spends ten years building a Hip Hop empire, then moves to the Hamptons where he finds the object of his affections.",https://a.ltrbxd.com/resized/film-poster/4/2/5/5/8/42558-g-0-230-0-345-crop.jpg?v=eac3edfecb,4,1,3,0,0,0,0,0,0,0,1
BARRET,Mélanie,1241220,Closeted,"Sebastian begins to question his own sexuality when he meets Leo, the ice cream shop attendant.",https://a.ltrbxd.com/resized/film-poster/5/9/2/5/9/4/592594-closeted-0-230-0-345-crop.jpg?v=a45f036836,1,0,1,0,0,0,0,0,0,0,1
BARRET,Mélanie,1664961,Peng You Quan,"The story of two artists with entertainment broker Linda Yan Eliza and waited, waited for early entry Eliza jealousy, and pretend to take a series of framed expose timing Ai. Lisa and Fangqi Jun love is at times, they have not yet stable love has become a victim of competition host, and Fangqi Jun mistaken Eliza unfaithful to themselves and choose revenge, Eliza entertainment into living the low life period, laughing all the competition for the entertainment and helpless.",https://a.ltrbxd.com/resized/film-poster/2/0/8/7/7/0/208770-peng-you-quan-0-230-0-345-crop.jpg?v=c6f07fb8b0,2,1,1,1,1,0,1,0,1,0,1
BARRET,Mélanie,1447276,Boxer,"Jane is a boxer, preparing for the championship of her life. She wants to win but it's difficult to keep focus when her girlfriend Tanja wants to start a family. When Jane meets Karoline new emotions arises and she decides to leave Tanja. The training escalates, and suddenly Jane seems to be unable to get the firm foothold that she so desperately needs in both her life and in her career.",https://a.ltrbxd.com/resized/film-poster/5/6/2/7/1/7/562717-bokser-0-230-0-345-crop.jpg?v=3fd091d6d9,1,1,0,0,0,0,0,0,1,0,1
BARRET,Mélanie,1047227,White Nights on the Pier,"A man walks every night along the jetty. There he meets a young woman who is waiting for the man of her life. Over four nights, they discuss life and he gradually falls in love with her.",https://a.ltrbxd.com/resized/film-poster/2/1/0/9/0/4/210904-white-nights-on-the-pier-0-230-0-345-crop.jpg?v=531f37be85,2,1,1,0,0,0,0,0,0,0,2
BARRET,Mélanie,1250738,Buscando una sonrisa,"The cartoonist and engineering student José plays bowling with a hippie friend when he is told that his mother, a jewelry employee, died in an accident. After burying it he remembers that on the beach he fell in love with the blonde Carla, and that he stopped seeing her when he learned that she was very rich and when he saw that he paid a traffic ticket that he could not cover. Now José wanders around the city and plans to kill himself but is almost run over by a car that Carla gets off. Both embrace.",https://a.ltrbxd.com/resized/film-poster/4/8/6/5/1/7/486517-buscando-una-sonrisa-0-230-0-345-crop.jpg?v=4c5ce86fc9,2,1,1,0,1,0,0,0,0,0,1
BARRET,Mélanie,1162012,In Love and War,"This movie is an account of US Navy Commander James Stockdale's 8 year imprisonment in North Vietnam. During his confinement in such camps as the infamous ""Hanoi Hilton"", Stockdale, among other senior officers, led a resistance group against the North Vietnamese, facing torture, isolation, and starvation in attempts to break their wills. Back in the US, Stockdale's wife, Sybil, begins working with other POW wives to try to get information on their husbands and to inform the world on their treatment.",https://a.ltrbxd.com/resized/film-poster/1/5/5/9/3/6/155936-in-love-and-war-0-230-0-345-crop.jpg?v=a7a5fe90e1,2,1,1,0,1,0,0,0,1,0,0
BARRET,Mélanie,1607235,Sagot Kita: Mula Ulo Hanggang Paa,A 2000 Filipino action romance film.,https://a.ltrbxd.com/resized/film-poster/7/7/2/0/9/4/772094-sagot-kita-mula-ulo-hanggang-paa-0-230-0-345-crop.jpg?v=0af3a224fd,2,1,1,0,1,0,0,0,0,0,2
BARRET,Mélanie,1477625,Adventure in Rio,A remake of the 1940 film of the same title. It was shot on location in Brazil with separate German and Italian versions.,https://a.ltrbxd.com/resized/film-poster/2/4/3/9/8/1/243981-adventure-in-rio-0-230-0-345-crop.jpg?v=38efbe3e7b,1,1,0,0,0,0,0,0,0,0,0
BARRET,Mélanie,1365503,The Tomboy on Bar Z,A romantic Western in which John saves his beloved Mary when she is about to marry a criminal.,https://a.ltrbxd.com/resized/film-poster/3/3/5/3/5/1/335351-the-tomboy-on-bar-z-0-230-0-345-crop.jpg?v=0a37b70350,3,0,3,0,1,1,0,0,1,0,2
BARRET,Mélanie,1171836,Personals: College Girl Seeking...,"Lacking experience to write her research paper on sexual behavior, a 22-year old college student responds to personal ads to broaden her erotic horizons.",https://a.ltrbxd.com/resized/film-poster/5/4/8/7/5487-personals-college-girl-seeking--0-230-0-345-crop.jpg?v=13c2ba84c3,5,5,0,1,1,0,0,0,0,0,0
BARRET,Mélanie,1706259,What Meets The Eye,"Jasper, an introverted high schooler, is wooed by a mysterious man who both inspires him and leaves him heartbroken in an unexpected turn of events.",https://a.ltrbxd.com/resized/film-poster/1/1/3/4/6/7/0/1134670-what-meets-the-eye-0-230-0-345-crop.jpg?v=5db0f28e89,2,0,2,0,0,0,0,0,0,0,2
BARRET,Mélanie,1007908,"Yesterday, Today and Tomorrow",Three tales of very different women using their sexuality as a means to getting what they want.,https://a.ltrbxd.com/resized/film-poster/2/2/2/9/3/22293-yesterday-today-and-tomorrow-0-230-0-345-crop.jpg?v=4830fdc123,2,1,1,0,0,0,0,0,0,0,0
BARRET,Mélanie,1016829,Good Mourning,Movie star London Clash gets his world turned upside down when he must choose between pursuing his one true love and landing a life-changing starring role in a major motion picture.,https://a.ltrbxd.com/resized/film-poster/7/7/9/5/3/6/779536-good-mourning-0-230-0-345-crop.jpg?v=66ca97aa27,10,4,6,0,1,0,0,0,0,0,1
BARRET,Mélanie,1383286,Toss It,"Four funny flawed fierce females discover what they don't know: about themselves, their families and Western Civilization.",https://a.ltrbxd.com/resized/film-poster/5/5/8/0/8/7/558087-toss-it-0-230-0-345-crop.jpg?v=8b3ca7f426,4,4,0,0,0,0,0,0,0,0,0
BARRET,Mélanie,1057273,Grey Owl,"Archie Grey Owl is a trapper in Canada in the early 1930s when a young Iroquois woman from town asks him to teach her Indian ways. They live in the woods, where she is appalled at how trapped animals die. She adopts two orphaned beaver kits and helps Archie see his way to stop trapping. Instead, he works as a guide, a naturalist writer, and then the Canadian government hires him to save the beaver in a conserve by Lake Ajawaan in Prince Albert National Park. He writes a biography, which brings him attention in Canada and invitations to lecture in England. Before he leaves, he and Anahareo (Pony) marry. In England, his secret is revealed. Will Anahareo continue to love him?",https://a.ltrbxd.com/resized/film-poster/2/3/2/5/0/23250-grey-owl-0-230-0-345-crop.jpg?v=71527ca71c,3,0,3,0,0,1,0,0,0,1,2
BARRET,Mélanie,1080644,The Ballads of Roy,"After the death of his father, Roy moved to Serang with his mother. He is different from most boys and that makes him liked by lots of girls in his school.",https://a.ltrbxd.com/resized/film-poster/6/9/5/2/3/3/695233-balada-si-roy-0-230-0-345-crop.jpg?v=5b56397414,14,4,10,0,1,0,0,0,0,0,1
BARRET,Mélanie,1217051,Merry Mystery Christmas,"When Leslie, a rising star reporter inadvertently botches her investigative piece about a powerful City Council member, her boss decides she needs to pivot to something more seasonal. Her next assignment is to uncover the identity of a local late-night bandit who has been stealing beautiful home Christmas displays across the city. She’s not the only one on the case though, Preston, local detective and Christmas enthusiast has made it his mission to identify the culprit and restore the town’s holiday spirit. As they spend more time together, they discover more than just clues pointing them to their culprit, they also discover that their undeniable chemistry might actually be true love.",https://a.ltrbxd.com/resized/film-poster/1/0/7/6/9/7/8/1076978-merry-mystery-christmas-0-230-0-345-crop.jpg?v=2330cc3de1,2,1,1,0,1,0,0,0,0,1,2
BARRET,Mélanie,1523442,"Summer Kiss, Winter Tear","Daniel and Summer went to the Pacific Ocean for a honeymoon, but unfortunately they met the gangsters. Daniel was severely injured and was thrown into the sea. Fortunately, Summer was rescued by the villagers. Daniel ticketed to a desert island and was rescued and taken care of by a foreign girl on the island. Daniel woke up and lost her memory. Daniel and the girl Winter had a long time and decided to hold a wedding. At the same time, Summer came to the fore. Knowing that her husband suffered from amnesia, she decided to stay, but seeing her husband sharing with others, she was not a taste, she planned to leave, and Winter also found him...",https://a.ltrbxd.com/resized/film-poster/5/6/4/2/3/9/564239-summer-kiss-winter-tear-0-230-0-345-crop.jpg?v=bb2edbbd60,3,2,1,0,0,1,0,0,1,0,2
BARRET,Mélanie,1132503,Saunkan Saunkne,A couple married for more than 7 years loses hope for a child. On insistence of his wife he marries her sister. Shortly small squabbles between the two wives lead to comic situation and fun begins.,https://a.ltrbxd.com/resized/film-poster/8/6/2/0/7/2/862072-saunkan-saunkne-0-230-0-345-crop.jpg?v=e48c29882b,3,2,1,0,0,1,0,0,1,1,1
BARRET,Mélanie,1217034,Only People,"An one-legged engineer of hydro construction, a war veteran meets a blind girl in a mountain sanatorium of Ophthalmology during winter. She's waiting for a surgery that will restore her eyesight. Soon the two fall in love with each other, but he feels unpleasant because of his handicap she's yet aware of.",https://a.ltrbxd.com/resized/film-poster/2/0/8/4/0/2/208402-only-people-0-230-0-345-crop.jpg?v=7803a9fb2a,2,1,1,0,0,0,0,0,0,1,2
BARRET,Mélanie,1139173,"Kidnapping, Caucasian Style","Shura journalist comes to the Caucasus to shoot a report about the local beauty and tradition, and into Gorski, fiefdom of the local city mayor George Gadzhievich Saahova. Those supporting fashion, given the governor planned to marry a young beauty, athlete, and even ekstremalka Nina, who was so pleased with Shurik. Using the hapless journalist CAAX and his henchmen kidnap Nina. But, realizing that it played, Shura rushes to save his girlfriend ...",https://a.ltrbxd.com/resized/film-poster/2/5/8/7/0/4/258704-kidnapping-caucasian-style-0-230-0-345-crop.jpg?v=c983703585,2,1,1,0,0,1,0,0,0,1,1
BARRET,Mélanie,1548743,Bookshop Girl,"April is an insecure girl who dreams of a rom-com life. When she bumps into Camden in her local queer bookshop, her dream becomes a reality. Or... does it really?",https://a.ltrbxd.com/resized/film-poster/9/6/4/2/8/1/964281-bookshop-girl-0-230-0-345-crop.jpg?v=0473d45760,2,2,0,1,1,0,0,0,0,0,2
BARRET,Mélanie,1072158,Time for Them to Come Home for Christmas,"During the holidays, a woman with amnesia catches a ride with her handsome nurse to investigate the only clue to her identity: a newspaper clipping for a Christmas Festival with a cryptic invitation.",https://a.ltrbxd.com/resized/film-poster/7/8/6/1/4/7/786147-time-for-them-to-come-home-for-christmas-0-230-0-345-crop.jpg?v=1b5a620c66,2,1,1,0,0,0,0,0,0,0,2
BARRET,Mélanie,1711088,I'm Yours,A recently broken up couple meet on a railway station. Brought together by fate they decide to revisit their relationship and reflect on things left unsaid,https://a.ltrbxd.com/resized/film-poster/1/0/9/4/5/0/4/1094504-i-m-yours-0-230-0-345-crop.jpg?v=20181e5a7f,2,1,1,1,1,0,0,0,1,0,2
BARRET,Mélanie,1759997,One Night Radio,"Beautiful DJ Da-som hosts a late night visual radio show for adults. It's called One Night Radio. Listeners are treated to a unique episode about sex every night. With Da-som's calm progression, the real and hot story heats up the night.",https://a.ltrbxd.com/resized/film-poster/9/1/7/5/1/9/917519-one-night-radio-0-230-0-345-crop.jpg?v=ec9ace9c39,2,1,1,0,1,0,0,0,0,0,1
BARRET,Mélanie,1707529,Two Sisters-in-law 2,"When a wife leaves her two sisters behind, her husband takes care of them. But that care turns into something much more.",https://a.ltrbxd.com/resized/film-poster/4/3/0/4/0/8/430408-two-sisters-2-0-230-0-345-crop.jpg?v=af9536a5f4,2,1,1,1,1,0,0,0,1,0,1
BARRET,Mélanie,1325280,Father and Sons,"There is a happy family of a father and four sons. In this comedy, the four sons find love one after another and have a joint wedding in the end.",https://a.ltrbxd.com/resized/film-poster/5/1/6/2/9/6/516296-father-and-sons-0-230-0-345-crop.jpg?v=457a72655b,11,4,7,0,1,1,0,0,0,1,2
